Restaurant_Name,Category,Pricing_for_2,Locality,Dining_Rating,Dining_Review_Count,Delivery_Rating,Delivery_Rating_Count,Website,Address,Phone_No,Latitude,Longitude
Tomago Roast,"Fast Food, Beverages",400," BTM, Bangalore",3.5,11.0,3.9,14.0,https://www.zomato.com/bangalore/tomago-roast-btm-bangalore,"1191, 18th Main, 2nd Cross, 1st Stage, DRC Post, BTM, Bangalore",9.17E+11,12.92324859,77.61371668
Lassi Magic,"Beverages, Desserts",200," Electronic City, Bangalore",3.5,6.0,3.3,310.0,https://www.zomato.com/bangalore/lassi-magic-electronic-city-bangalore,"52, Kudlu Gate, Krishna Reddy Industrial Area, Hosapalaya, Muneshwara Nagar, Kudlu Road, Electronic City, Bangalore",9.19E+11,12.88978957,77.63973847
Sri Amma Banashankari  Donne Biryani,"Biryani, South Indian",400," Bommanahalli, Bangalore",3.5,10.0,3.9,28.0,https://www.zomato.com/bangalore/sri-amma-banashankari-donne-biryani-bommanahalli-bangalore,"Shop 556, A Block, AECS Layout, Kudlu, Bommanahalli, Bangalore",9.20E+11,12.88473481,77.64926836
Kolkatta Famous Kati Roll,"Rolls, Street Food",200," CV Raman Nagar, Bangalore",3.5,20.0,4.1,0.0,https://www.zomato.com/bangalore/kolkatta-famous-kati-roll-cv-raman-nagar,"207, Nagavara Palya Main Road, CV Raman Nagar, Bangalore",9.17E+11,12.99204341,77.66376805
Vyshali Food Corner,"North Indian, Chinese, South Indian",400," Shanti Nagar, Bangalore",3.5,19.0,3.9,0.0,https://www.zomato.com/bangalore/vyshali-food-corner-shanti-nagar,"62/8, 1st Cross Road, Raja Ram Mohanroy Extension, Shanti Nagar, Bangalore",9.19E+11,12.96119281,77.5887138
Biryani Empire,"Biryani, North Indian, Chinese",350," BTM, Bangalore",3.5,20.0,3.9,4.0,https://www.zomato.com/bangalore/biryani-empire-btm-bangalore,"338/ 1538, 2nd Block, 4th Stage, BTM, Bangalore",9.19E+11,12.88566504,77.61495391
Sri Venkateshwara Chat Centre,Street Food,100," Banashankari, Bangalore",3.5,15.0,3.7,0.0,https://www.zomato.com/bangalore/sri-venkateshwara-chat-centre-banashankari,"487, Kavery Complex, 2nd Main, Bank Colony Bus Stop, Srinivasnagar, Banashankari, Bangalore",9.17E+11,12.9386906,77.55217239
Chill Out Cafe,"North Indian, Chinese, Andhra, Fast Food, Biryani, Beverages",400," Electronic City, Bangalore",3.5,13.0,3.6,0.0,https://www.zomato.com/bangalore/chill-out-cafe-electronic-city,"Near Chirst Acadmy, Harapanahalli, Begur Road, Electronic City, Bangalore",9.20E+11,12.88924918,77.62564047
Grameena Siripakaa,"South Indian, Chinese, North Indian, Street Food, Fast Food, Ice Cream, Beverages",500," Vijay Nagar, Bangalore",3.5,11.0,4.2,11.0,https://www.zomato.com/bangalore/grameena-siripakaa-vijay-nagar-bangalore,"906/C/49/3, Shiva Complex, 6th Main Road, Vijay Nagar, Bangalore",9.20E+11,12.97269554,77.5394433
Conner Stone,"Desserts, Ice Cream",300," Bommanahalli, Bangalore",3.5,14.0,3.8,78.0,https://www.zomato.com/bangalore/conner-stone-bommanahalli-bangalore,"280/7/3, Royal Shelters Layout, Devarachikannahalli Main Road, Bommanahalli Bangalore",9.18E+11,12.89298527,77.62000479
Ammayi Thakkaram,"Kerala, South Indian",400," BTM, Bangalore",3.5,8.0,3.7,59.0,https://www.zomato.com/bangalore/ammayi-thakkaram-btm,"8, 1st Main, 1st A Cross, Maruti Nagar, Madiwala, Near BTM, Bangalore",9.20E+11,12.92698435,77.61552818
R.S Military Hotel,"South Indian, Biryani",400," JP Nagar, Bangalore",3.5,7.0,3.7,8.0,https://www.zomato.com/bangalore/r-s-military-hotel-jp-nagar-bangalore,"32, 7th Cross, 24th Main, 2nd Phase, Marenhalli Village, JP Nagar, Bangalore",9.20E+11,12.91212691,77.58639805
Ashirvad Veg,"South Indian, Chinese, North Indian",300," Marathahalli, Bangalore",3.5,15.0,4.0,0.0,https://www.zomato.com/bangalore/ashirvad-veg-marathahalli-bangalore,"3/36, Shiva 2nd Building, Outer Ring Road, Opposite Kalamandir, Marathahalli, Bangalore",9.20E+11,12.95953921,77.70099442
Hello Stay Fit,"North Indian, Chinese, Healthy Food",400," Bommanahalli, Bangalore",3.5,11.0,3.9,12.0,https://www.zomato.com/bangalore/hello-stay-fit-bommanahalli-bangalore,"Kudlu Road, BTR Gardens, Hosapalaya, Muneshwara Nagar, Bommanahalli Bangalore",9.18E+11,12.89027655,77.64600109
Jameela Hotel,"North Indian, Mangalorean",300," Magadi Road, Bangalore",3.5,15.0,3.8,0.0,https://www.zomato.com/bangalore/jameela-hotel-magadi-road,"163, 1st Main, Vidyaranya Nagar, Near Banashankari Temple, Magadi Road, Bangalore",9.19E+11,12.9728491,77.55003735
Machlee's Sea Food,Seafood,200," Electronic City, Bangalore",3.5,11.0,3.9,0.0,https://www.zomato.com/bangalore/machlees-sea-food-electronic-city-bangalore,"12, Electronic City, Bangalore",9.20E+11,12.83475657,77.69573428
Sizzles And Drizzles,"Fast Food, Ice Cream",300," Jakkur, Bangalore",3.5,5.0,3.7,84.0,https://www.zomato.com/bangalore/sizzles-and-drizzles-jakkur-bangalore,"Next To Axis Bank, Dr Shivarama Karanth Nagar Branch, Jakkur, Bangalore",9.18E+11,13.06812355,77.62922823
Simple Thindi,South Indian,100," Basavanagudi, Bangalore",3.5,8.0,3.8,2.0,https://www.zomato.com/bangalore/simple-thindi-basavanagudi-bangalore,"New 51, Old 55-33/1, Main Road 3, 5th Cross, Hanumanthanagar, Basavanagudi, Bangalore",9.20E+11,12.9439204,77.56426647
Candy Cake,Bakery,150," Jayanagar, Bangalore",3.5,5.0,3.9,0.0,https://www.zomato.com/bangalore/candy-cake-jayanagar,"27th Main Road, 9th Block, Jayanagar, Bangalore",9.20E+11,12.92038758,77.59475347
Cafe Bakery Morning Calm Glory,"Cafe, Bakery, Desserts, Fast Food",400," Banaswadi, Bangalore",3.5,8.0,4.0,0.0,https://www.zomato.com/bangalore/cafe-bakery-morning-calm-glory-banaswadi-bangalore,"1st Floor, Krishnappa Building, Agra Main Road, Horamavur Post, Banaswadi, Bangalore",9.18E+11,13.03763061,77.65083008
Polu Foods,"Burger, Chinese, Fast Food, Beverages",250," Hennur, Bangalore",3.5,15.0,4.0,0.0,https://www.zomato.com/bangalore/polu-foods-hennur-bangalore,"42, RR Residency, Kristu Jayanthi College Road, K Narayanapura, Near Brigade Altamont Apartment, Hennur, Bangalore",9.19E+11,13.06049618,77.6417964
Mysuru Palav,"Biryani, North Indian",500," Kammanahalli, Bangalore",3.5,8.0,3.9,16.0,https://www.zomato.com/bangalore/mysuru-palav-kammanahalli-bangalore,"7, Old Nilgiris Road, Keerthi Layout, ST. Thomas Town(Post), Kammanahalli, Bangalore",9.19E+11,13.01624271,77.63549924
Cafe 69,"Fast Food, Beverages",500," Yelahanka, Bangalore",3.5,12.0,3.8,0.0,https://www.zomato.com/bangalore/cafe-69-yelahanka-bangalore,"Shop 1, Dwarakanagar Main Road, Near SBI Bank, Kattigenahalli, Yelahanka, Bangalore",9.19E+11,13.12151803,77.61985794
Sharmaji,Street Food,100," Shivajinagar, Bangalore",3.5,7.0,3.5,4.0,https://www.zomato.com/bangalore/sharmaji-shivajinagar-bangalore,"266, Jain Temple Road, Shivajinagar, Bangalore",9.18E+11,12.98908453,77.60709699
Gelato Italiano,"Desserts, Ice Cream",200," Whitefield, Bangalore",3.5,7.0,3.2,0.0,https://www.zomato.com/bangalore/gelato-italiano-2-whitefield-bangalore,"11B, 40/9, Devasandra Industrial Area, Second Stage, ITPL Road, Whitefield, Bangalore",9.19E+11,12.99101661,77.70948596
Coffee Bay,"Beverages, Fast Food, Desserts",300," Hesaraghatta, Bangalore",3.5,6.0,4.0,0.0,https://www.zomato.com/bangalore/coffee-bay-hesaraghatta-bangalore,"Near Saptagire Medical College, Chickbanawara, Hesaraghatta, Bangalore",9.17E+11,13.07363246,77.50500642
99 Variety Dosa,"South Indian, Street Food",400," HSR, Bangalore",3.5,5.0,4.1,18.0,https://www.zomato.com/bangalore/99-variety-dosa-1-hsr-bangalore,"Parangipalya, 24 Main, HSR, Bangalore",9.20E+11,12.90829223,77.64918454
Royal Rolls,"North Indian, Chinese, Rolls, Fast Food",300," Mysore Road, Bangalore",3.5,10.0,4.1,0.0,https://www.zomato.com/bangalore/royal-rolls-1-mysore-road,"202, Raja Rajeshwari Medical College Premises, Kambipura, Mysore Road, Bangalore",9.20E+11,12.89555997,77.46027723
Munching Zone,Fast Food,200," Basaveshwara Nagar, Bangalore",3.5,6.0,3.9,22.0,https://www.zomato.com/bangalore/munching-zone-basaveshwara-nagar-bangalore,"R & S 259, 2nd E Cross, 5th Main, 3rd Block, 3rd Stage, Basaveshwara Nagar, Bangalore",9.18E+11,12.98911165,77.54126485
Sri Balaji Juice And Chats,"Street Food, Beverages",400," Vijay Nagar, Bangalore",3.5,5.0,3.9,0.0,https://www.zomato.com/bangalore/sri-balaji-juice-and-chats-vijay-nagar,"17/3, 3rd Cross, Acmc Complex, Near Reliance Fresh, Vijay Nagar, Bangalore",9.20E+11,12.97389917,77.5445006
Wok Face,"Chinese, Lebanese",400," Brookefield, Bangalore",3.5,8.0,3.4,136.0,https://www.zomato.com/bangalore/wok-face-brookefield-bangalore,"Shop 6, Survey 353/C, VBN Plaza, Near Cosmos Mall, Brookefield, Bangalore",9.18E+11,12.96732586,77.71622803
Bilal Biryani House,North Indian,150," Koramangala 7th Block, Bangalore",3.5,4.0,3.9,31.0,https://www.zomato.com/bangalore/bilal-biryani-house-koramangala-7th-block-bangalore,"Opposite Police Quarters, Adugodi, Koramangala 7th Block, Bangalore",9.20E+11,12.939093,77.609875
Basaveshwara Khanavali,South Indian,100," Electronic City, Bangalore",3.5,9.0,4.1,1.0,https://www.zomato.com/bangalore/basaveshwara-khanavali-electronic-city-bangalore,"CK Nagar, Hosa Road, Electronic City Post, Electronic City, Bangalore",9.20E+11,12.846885,77.68152
Shri Sambrama Hindu Military Hotel,Mughlai,350," Kanakapura Road, Bangalore",3.5,8.0,4.0,0.0,https://www.zomato.com/bangalore/shri-sambrama-hindu-military-hotel-kanakapura-road-bangalore,"88, Vasanthapura Main Road, Sharada Nagar, Konanakunte, Kanakapura Road, Bangalore",9.17E+11,12.8912665,77.56138947
Biriyani Corner,"Rolls, Biryani, Kebab, Chinese",300," Vasanth Nagar, Bangalore",3.5,6.0,3.9,0.0,https://www.zomato.com/bangalore/biriyani-corner-vasanth-nagar-bangalore,"6/1, 8th Main Road, Near Aiyappa Temple, Vasanth Nagar, Bangalore",9.18E+11,12.99213064,77.59384923
Sri Vinayaka Andhra Mess,Andhra,300," Koramangala 5th Block, Bangalore",3.5,5.0,3.9,0.0,https://www.zomato.com/bangalore/sri-vinayaka-andhra-mess-koramangala-5th-block,"428,17 A Main, KHB Colony, Koramangala 5th Block, Bangalore",9.18E+11,12.93367898,77.61855271
Halli Mane Donne Biryani,"Biryani, South Indian",400," Jakkur, Bangalore",3.5,5.0,3.9,31.0,https://www.zomato.com/bangalore/halli-mane-donne-biryani-jakkur-bangalore,"3, C&C Layout, Double Road, Dr. Shivaram Karanth Nagar, Jakkur, Bangalore",9.20E+11,13.068039,77.630625
Mahi's Kitchen,"North Indian, Street Food, Chinese",350," Whitefield, Bangalore",3.5,7.0,4.1,0.0,https://www.zomato.com/bangalore/mahis-kitchen-whitefield-bangalore,"Shamanna Reddy Building, ITPL Main Road, AECS Layout, Whitefield, Bangalore",9.16E+11,12.957712,77.714524
Mumbai Kulfi,"Ice Cream, Desserts",150," Rammurthy Nagar, Bangalore",3.5,5.0,3.9,0.0,https://www.zomato.com/bangalore/mumbai-kulfi-rammurthy-nagar-bangalore,"1, Near Lucky Motors, T C Palya Road, Rammurthy Nagar, Bangalore",9.18E+11,13.02100179,77.67971311
Gangotri Uttara Karnataka Mess,South Indian,200," Vijay Nagar, Bangalore",3.5,4.0,3.3,0.0,https://www.zomato.com/bangalore/gangotri-uttara-karnataka-mess-vijay-nagar-bangalore,"21st Main Road, Marenahalli, PF Layout, Vijay Nagar, Bangalore",9.20E+11,12.96857755,77.53248297
RR Dum Biryani,North Indian,300," Basaveshwara Nagar, Bangalore",3.5,4.0,4.5,0.0,https://www.zomato.com/bangalore/rr-dum-biryani-basaveshwara-nagar-bangalore,"1st Main Road, 3rd Phase, Manjunathnagar, Opposite Motapa Park, Basaveshwara Nagar, Bangalore",9.19E+11,12.99342467,77.55072568
Mishra's Eatery Park,"North Indian, Chinese, South Indian",300," Bommanahalli, Bangalore",3.5,4.0,3.6,1.0,https://www.zomato.com/bangalore/mishras-eatery-park-bommanahalli-bangalore,"Shop 90/1, Mundur, Bommanahalli, Bangalore",9.17E+11,13.070045,77.744728
Friends Euro Restaurant,"Mexican, Continental, North Indian, Chinese, Mangalorean, Desserts, Beverages",700," Koramangala 6th Block, Bangalore",3.5,217.0,4.3,402.0,https://www.zomato.com/bangalore/friends-euro-restaurant-koramangala-6th-block-bangalore,"511, 6th Block, Koramangala 6th Block Club Road, Koramangala 6th Block, Bangalore",9.20E+11,12.93663035,77.62494307
Pa Pizza,"Pizza, Pasta",500," BTM, Bangalore",3.5,24.0,3.7,461.0,https://www.zomato.com/bangalore/pa-pizza-1-btm-bangalore,"2nd Main, 4th Cross Road, Brindavan Nagar, S.G. Palya, BTM, Bangalore",9.19E+11,12.9254808,77.6105591
B & B The Pub,"Chinese, North Indian",1000," Basavanagudi, Bangalore",3.5,45.0,3.7,0.0,https://www.zomato.com/bangalore/b-b-the-pub-basavanagudi-bangalore,"9/10/11, 3rd Main, 3rd Cross, Bazaar Street, Basavanagudi, Bangalore",9.17E+11,12.95907753,77.56737717
Aishwarya Open Air Family Restaurant,"North Indian, Chinese, Mughlai, Seafood",500," Whitefield, Bangalore",3.5,22.0,4.0,940.0,https://www.zomato.com/bangalore/aishwarya-open-air-family-restaurant-whitefield-bangalore,"Old Madras Road, Virognagar Post, Near Commercial Tax Check Post, Whitefield, Bangalore",9.18E+11,13.051481,77.757133
Hyderabad Biryani Zone,"Biryani, North Indian, Chinese, Mughlai, Seafood, Kebab, Rolls",600," Rammurthy Nagar, Bangalore",3.5,23.0,4.0,397.0,https://www.zomato.com/bangalore/hyderabad-biryani-zone-rammurthy-nagar-bangalore,"32, Horamavu Main Road, Raghavendra Nagar, Rammurthy Nagar, Bangalore",9.18E+11,13.02077706,77.67325368
Baba Ka Dhaba,North Indian,400," BTM, Bangalore",3.5,140.0,3.7,1899.0,https://www.zomato.com/bangalore/baba-ka-dhaba-btm,"NS Palya, 4th Phase, Near Shoppers Stop, BTM, Bangalore",9.20E+11,12.9087308,77.60384213
Husband's Kitchen,"Fast Food, North Indian",350," Sarjapur Road, Bangalore",3.5,104.0,3.2,1577.0,https://www.zomato.com/bangalore/husbands-kitchen-sarjapur-road,"7, Ambedkar Nagar, Near Carmelaram Junction, Sarjapur Road, Bangalore",9.19E+11,12.9136658,77.6662999
Ghar Ki Rasoi,North Indian,500," Bellandur, Bangalore",3.5,44.0,3.6,1307.0,https://www.zomato.com/bangalore/ghar-ki-rasoi-bellandur,"Devarabeesanahalli, Opposite Sakra World Hospital, Bellandur, Bangalore",9.20E+11,12.93172456,77.68626608
Chef Kitchen,"North Indian, Biryani, Chinese",200," New BEL Road, Bangalore",3.5,59.0,3.5,1783.0,https://www.zomato.com/bangalore/chef-kitchen-new-bel-road-bangalore,"478, Chikkamaranahalli, Near Mahabazaar, New BEL Road, Bangalore",9.18E+11,13.036907,77.565645
Delhi Restaurant,"North Indian, Mughlai, Chinese",400," Marathahalli, Bangalore",3.5,48.0,3.6,785.0,https://www.zomato.com/bangalore/delhi-restaurant-1-marathahalli,"Kadubeesanhalli Circle, Outer Ring Road, Near Cisco Cesna Tech Park, Marathahalli, Bangalore",9.20E+11,12.93870694,77.69493565
Shree Venkateshwara Cafe,"Fast Food, Beverages",300," Kumaraswamy Layout, Bangalore",3.5,39.0,3.7,505.0,https://www.zomato.com/bangalore/shree-venkateshwara-cafe-kumaraswamy-layout-bangalore,"923, 17th Cross, 49th Main Road, Kumaraswamy Layout, Bangalore",9.16E+11,12.9069788,77.56211769
Food Mingo,"North Indian, Chinese, Fast Food",250," Marathahalli, Bangalore",3.5,45.0,3.5,342.0,https://www.zomato.com/bangalore/food-mingo-marathahalli-bangalore,"110\1, CKB Layout, Munnebola, Marathahalli, Bangalore",9.19E+11,12.95081944,77.7045631
Kolkata Famous Kathi Rolls,Rolls,150," Brookefield, Bangalore",3.5,39.0,3.9,322.0,https://www.zomato.com/bangalore/kolkata-famous-kathi-rolls-brookefield,"NS Complex, Kundalahalli Gate, Brookefield, Bangalore",9.20E+11,12.95678644,77.71524232
Burger House,"Fast Food, Burger",400," HSR, Bangalore",3.5,36.0,3.9,247.0,https://www.zomato.com/bangalore/burger-house-hsr-bangalore,"1154, 24th Main Road, 22nd Cross, 2nd Sector, HSR, Bangalore",9.17E+11,12.90868047,77.64757656
Burger Leaf,"Burger, Sandwich, Fast Food, Beverages",400," Marathahalli, Bangalore",3.5,18.0,3.7,206.0,https://www.zomato.com/bangalore/burger-leaf-marathahalli-bangalore,"1094, Srirama Building, 1st Cross, Vinayaka Theatre, Marathahalli, Bangalore",9.20E+11,12.95567552,77.6979119
Kosta Kitchen,"Kerala, Chinese, North Indian, Biryani",300," Electronic City, Bangalore",3.5,30.0,3.7,257.0,https://www.zomato.com/bangalore/kosta-kitchen-electronic-city-bangalore,"Site 57, 30 Flat 1O4, Sai Prtya Elite, 16th Cross, Neeladri Road, Electronic City, Bangalore",9.18E+11,12.8410931,77.64525544
Andhra Chilli's Family Restaurant,"Biryani, Andhra, North Indian, Chinese",600," Bellandur, Bangalore",3.5,29.0,3.9,378.0,https://www.zomato.com/bangalore/andhra-chillis-family-restaurant-bellandur-bangalore,"586, 1st Floor, Udaya Shankar Building, Near Central Mall Circle, Outer Ring Road, Bellandur, Bangalore",9.20E+11,12.926172,77.676143
Gokul Food Point,"Biryani, Hyderabadi",300," BTM, Bangalore",3.5,14.0,3.6,153.0,https://www.zomato.com/bangalore/gokul-food-point-btm-bangalore,"100, 1st Cross, 1st Main Road, Balaji Nagar, SG Palya, DRC Post, BTM, Bangalore",9.18E+11,12.927417,77.606935
Apna Hotel,"North Indian, Mughlai",350," Whitefield, Bangalore",3.5,15.0,3.5,305.0,https://www.zomato.com/bangalore/apna-hotel-whitefield,"Basavanna Nagar, Hoodi, Near Florence School, Whitefield, Bangalore",9.18E+11,12.98966279,77.71815319
Chefs Creative Corner - CCC,"Andhra, North Indian, Fast Food, Chinese, South Indian, Beverages, Ice Cream",600," Marathahalli, Bangalore",3.5,37.0,3.2,102.0,https://www.zomato.com/bangalore/chefs-creative-corner-ccc-marathahalli-bangalore,"Shop 5-6/5, Om Shakthi Building, Kundalahalli Gate, ITPL Main Road, Marathahalli, Bangalore",9.20E+11,12.95852632,77.71594338
Capital Cafe,"Chettinad, Chinese, South Indian, North Indian, Lebanese, Biryani",400," Banaswadi, Bangalore",3.5,23.0,3.6,313.0,https://www.zomato.com/bangalore/capital-cafe-banaswadi-bangalore,"75, Jayanthi Gram, Kalkura Main Road, Horamavu, Banaswadi, Bangalore",9.18E+11,13.02891947,77.66442787
Alagappa's Chettinadu Mess,"South Indian, Chettinad",250," HSR, Bangalore",3.5,22.0,3.8,67.0,https://www.zomato.com/bangalore/alagappas-chettinadu-mess-hsr-bangalore,"9, Aayee Matha Temple Road, 6 Sector, Roopena Agrahara, HSR, Bangalore",9.20E+11,12.91333606,77.62635861
Monster Bite,"Fast Food, Beverages, Burger",400," Rajajinagar, Bangalore",3.5,11.0,3.9,64.0,https://www.zomato.com/bangalore/monster-bite-rajajinagar-bangalore,"307, 9th Main, 4th Block,  Rajajinagar, Bangalore",9.18E+11,12.98823316,77.55639654
Robin Brown Ice Cream,"Ice Cream, Desserts, Beverages",350," Yelahanka, Bangalore",3.5,29.0,3.3,176.0,https://www.zomato.com/bangalore/robin-brown-ice-cream-1-yelahanka-bangalore,"240, Shop 1, 6th B Main Road, New Town, Yelahanka, Bangalore",9.20E+11,13.0963216,77.5802501
Punjab Junction,North Indian,400," KR Puram, Bangalore",3.5,27.0,3.8,0.0,https://www.zomato.com/bangalore/punjab-junction-kr-puram,"Dadajee Complex, Ayappa Nagar, KR Puram, Bangalore",9.20E+11,13.00062616,77.71453388
S.L Family Restaurant,"North Indian, Chinese, Biryani",400," Brookefield, Bangalore",3.5,17.0,3.9,347.0,https://www.zomato.com/bangalore/s-l-family-restaurant-brookefield-bangalore,"4, Kundanahalli Village, Opposite Government School, Brookefield, Bangalore",9.20E+11,12.96746145,77.71810122
Just Juice,"Juices, Fast Food",200," Shanti Nagar, Bangalore",3.5,24.0,4.0,0.0,https://www.zomato.com/bangalore/just-juice-shanti-nagar-bangalore,"14/1, Richmond Crest, Rhenius Street, Opposite Hockey Club, Shanti Nagar, Bangalore",9.20E+11,12.96145191,77.60156259
4Foodiez - The Restaurant,"North Indian, Chinese, South Indian, Rolls",400," Electronic City, Bangalore",3.5,29.0,3.3,28.0,https://www.zomato.com/bangalore/4foodiez-the-restaurant-electronic-city,"7, Smondo Ville 03, Neotown, Electronic City Phase 1, Electronic City, Bangalore",9.18E+11,12.821845,77.659823
Deoch An Doris,"Burger, Beverages",400," Electronic City, Bangalore",3.5,16.0,3.7,16.0,https://www.zomato.com/bangalore/deoch-an-doris-1-electronic-city-bangalore,"1, 1st Main Road, Vinayaka Layout, Electronic City, Bangalore",9.20E+11,12.847505,77.682489
The Foodie's Mansion,"North Indian, Chinese, Momos, Fast Food",350," BTM, Bangalore",3.5,23.0,3.3,50.0,https://www.zomato.com/bangalore/the-foodies-mansion-btm-bangalore,"240, Ground Floor, 7th Cross, Mico Layout, BTM, Bangalore",9.18E+11,12.9136183,77.6040941
Utsava Grand,"South Indian, North Indian, Chinese, American, Beverages, Juices",550," Majestic, Bangalore",3.5,18.0,3.5,0.0,https://www.zomato.com/bangalore/utsava-grand-majestic-bangalore,"235, Anand Rao Circle, SC Road, Gandhi Nagar, Majestic, Bangalore",9.19E+11,12.97938731,77.57494502
Amma Ambur Biriyani,"Biryani, North Indian",200," Nagarbhavi, Bangalore",3.5,19.0,3.5,383.0,https://www.zomato.com/bangalore/amma-ambur-biriyani-nagarbhavi-bangalore,"12, Survey 78, Muniyappa Layout, Main Road, Nagarbhavi, Bangalore",9.20E+11,12.95922521,77.51927208
SiP SHAKE CAFE,"Beverages, Fast Food, Desserts",300," New BEL Road, Bangalore",3.5,24.0,3.9,27.0,https://www.zomato.com/bangalore/sip-shake-cafe-new-bel-road-bangalore,"2/28, Old 45, 11th Cross, Near Ramaiah Nagar, Mathikere Pipeline, MSR Nagar, New BEL Road, Bangalore",9.19E+11,13.03519914,77.56368846
Taj Restaurant,"South Indian, Biryani, North Indian, Chinese",300," Electronic City, Bangalore",3.5,17.0,3.3,32.0,https://www.zomato.com/bangalore/taj-restaurant-2-electronic-city-bangalore,"9, Beratana Agrahara, Begur Hobli, Electronic City, Bangalore",9.19E+11,12.864711,77.657825
The Ice N Spice,"Fast Food, Pizza, Desserts, Beverages",300," Hesaraghatta, Bangalore",3.5,12.0,3.9,85.0,https://www.zomato.com/bangalore/the-ice-n-spice-hesaraghatta-bangalore,"673, 4th Main Road, Kirloskar Layout, Hesarghatta Main Road, Hesaraghatta, Bangalore",9.17E+11,13.06676851,77.50320129
Hangout Junction,"North Indian, Chinese, South Indian",400," Whitefield, Bangalore",3.5,24.0,3.4,93.0,https://www.zomato.com/bangalore/hangout-junction-whitefield,"Beta Block Food Court, Sigma Soft Tech Park Ramagondanahalli, Whitefield, Bangalore",9.20E+11,12.9575876,77.74399862
Kolkata Famous Kati Rolls,Rolls,200," Bellandur, Bangalore",3.5,24.0,4.2,0.0,https://www.zomato.com/bangalore/kolkata-famous-kati-rolls-bellandur,"70, Outer Ring Road, Near Apollo, Bellandur, Bangalore",9.20E+11,12.92626609,77.67667383
Thirumala Paradise,"Biryani, Chinese, North Indian",350," JP Nagar, Bangalore",3.5,15.0,4.0,100.0,https://www.zomato.com/bangalore/thirumala-paradise-1-jp-nagar-bangalore,"3, Munigowda Building, Annapoorneshwari Layout, Kothnur Main Road, Near Maruthi School, JP Nagar, Bangalore",9.20E+11,12.88246886,77.57563334
SBR Donne Biryani,"Biryani, South Indian",250," HSR, Bangalore",3.5,9.0,3.9,137.0,https://www.zomato.com/bangalore/sbr-donne-biryani-hsr-bangalore,"147/462, Ground Floor, 20th Main, Agara, HSR, Bangalore",9.20E+11,12.92087351,77.64553506
Hotel Lazzat,"North Indian, Chinese",300," Indiranagar, Bangalore",3.5,14.0,4.1,467.0,https://www.zomato.com/bangalore/hotel-lazzat-indiranagar-bangalore,"9/7, New Ring Road, 2nd Main, Domlur Layout, Indiranagar, Bangalore",9.18E+11,12.958332,77.641566
Fruit Fuel Juice Bar,"Juices, Beverages, Fast Food",200," Marathahalli, Bangalore",3.5,19.0,4.0,12.0,https://www.zomato.com/bangalore/fruit-fuel-juice-bar-marathahalli-bangalore,"Shop 4, Srinivasa Reddy Building, Lakshmi Narayana Temple Road, Manjunatha Layout, Marathahalli, Bangalore",9.17E+11,12.95023881,77.709377
Yummy Wings,Fast Food,400," Koramangala 1st Block, Bangalore",3.5,19.0,4.1,16.0,https://www.zomato.com/bangalore/yummy-wings-koramangala-1st-block-bangalore,"307/1, Ground Floor, 1 Main, 1 Block, Jakkasandra Extension, Koramangala 1st Block, Bangalore",9.18E+11,12.9282614,77.6370053
Bawarchi Biryani,"Biryani, North Indian, Chinese",500," Whitefield, Bangalore",3.5,7.0,3.4,231.0,https://www.zomato.com/bangalore/bawarchi-biryani-whitefield-bangalore,"Opposite MVJ College, 2ND Cross Channasandra Main Road, Kadugodi, Whitefield, Bangalore",9.17E+11,12.98231658,77.76158955
Mallnad Hotel,"North Indian, Chinese",300," Rajajinagar, Bangalore",3.5,9.0,3.7,286.0,https://www.zomato.com/bangalore/mallnad-hotel-rajajinagar,"Saraswathipur Main Road, Opposite Sri Sathya Santhi Ganapathi Temple, Nandini Layout, Rajajinagar, Bangalore",9.19E+11,13.00910505,77.53837176
New Punjabi Tadka,"North Indian, Mughlai, Chinese",350," Electronic City, Bangalore",3.5,14.0,3.5,32.0,https://www.zomato.com/bangalore/new-punjabi-tadka-electronic-city-bangalore,"129, KIDB Layout, Phase 2, Electronic City, Bangalore",9.19E+11,12.85299441,77.67547581
Anithas Family Restaurant,"North Indian, Chinese, Street Food, South Indian, Fast Food, Beverages, Biryani",400," KR Puram, Bangalore",3.5,16.0,3.9,6.0,https://www.zomato.com/bangalore/anithas-family-restaurant-kr-puram-bangalore,"Hirandahalli, Near East Point Medical College Front gate, Bidarahalli Hobli, Virgo Nagar Post, KR Puram, Bangalore",9.20E+11,13.0503197,77.7146563
Sandra's Dancing Noodles,"Chinese, North Indian",300," Hennur, Bangalore",3.5,14.0,3.8,1.0,https://www.zomato.com/bangalore/sandras-dancing-noodles-hennur-bangalore,"St. Joseph Orthodox Syrian Church, Horamavu Agara, Hennur, Bangalore",9.16E+11,13.042633,77.667543
Tanu Di's Kitchen,"North Indian, Chinese",300," Koramangala 1st Block, Bangalore",3.5,4.0,3.6,52.0,https://www.zomato.com/bangalore/tanu-dis-kitchen-koramangala-1st-block-bangalore,"36/1, Sarjapur Main Road, Jakkasandra, 1st Block Koramangala, Bangalore",9.19E+11,12.92498544,77.63740998
Dosalicious,South Indian,150," Koramangala 6th Block, Bangalore",3.5,5.0,3.9,0.0,https://www.zomato.com/bangalore/dosalicious-koramangala-6th-block-bangalore,"Eat Street, Koramangala 6th Block, Bangalore",9.20E+11,12.93941667,77.62610078
